"operation_id,client_id,transaction_type,amount,currency,operation_date,operation_time,description,balance_after_transaction,channel"
"073903312,503031,withdrawal,9344.72,IDR,6/3/2025,7:07 AM,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,412492.13,ATM"
"103111155,250247,deposit,7372.92,CNY,6/20/2024,10:59 AM,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,92531.36,ATM"
"082001881,31972,transfer,2043.52,NGN,12/27/2025,8:46 AM,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,158375.65,online"
"081519002,125929,withdrawal,3919.83,PHP,1/18/2024,11:30 AM,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,77793.1,online"
"051403915,903804,payment,680.39,IDR,9/4/2024,5:55 PM,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,353033.84,branch"
"101903637,586899,withdrawal,6096.48,EUR,12/17/2025,3:18 AM,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,62970.09,online"
"123206053,331468,transfer,7660.2,CNY,11/10/2024,11:43 AM,mi in porttitor pede justo eu massa donec dapibus duis at velit eu,934018.19,ATM"
"066004367,70487,deposit,7967.26,CNY,10/22/2025,7:45 AM,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,145811.49,online"
"021000678,659907,transfer,3946.87,HNL,5/27/2025,7:04 PM,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,199895.76,ATM"
"091310725,304652,payment,2928.05,NGN,9/6/2024,1:25 AM,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,258274.5,ATM"
"103104353,144537,withdrawal,4285.69,IDR,8/21/2024,12:57 AM,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,262197.56,online"
"075902735,986382,withdrawal,5712.01,KPW,7/7/2024,1:44 PM,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,108506.19,ATM"
"067004764,606913,withdrawal,9114.94,CNY,7/2/2024,8:48 AM,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,752980.67,online"
"066007681,708944,payment,4547.09,CNY,6/1/2024,7:16 AM,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,652081.16,branch"
"101101581,743525,payment,3940.85,PLN,9/18/2025,3:52 PM,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,930199.16,branch"
"051400361,770624,withdrawal,6629.59,PHP,6/2/2025,6:10 PM,cursus urna ut tellus nulla ut erat id mauris vulputate elementum,111999.56,branch"
"102004519,745552,withdrawal,7028.36,CNY,1/15/2024,11:52 AM,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,834953.82,branch"
"061102617,948631,deposit,5060.07,VND,6/13/2024,8:10 AM,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,747751.44,ATM"
"064201832,992135,deposit,2012.3,MKD,9/10/2024,6:13 AM,felis donec semper sapien a libero nam dui proin leo odio porttitor id,738051.21,ATM"
"011300605,813196,payment,693.8,CNY,5/12/2025,11:25 AM,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,187339.17,ATM"
"325171740,588429,payment,4974.79,PLN,9/18/2025,7:16 PM,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,411647.92,ATM"
"074000010,591117,deposit,5274.59,PKR,2/24/2024,4:00 PM,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet,133271.03,ATM"
"101100634,581680,withdrawal,5187.8,RUB,1/7/2025,12:23 AM,pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,37163.82,branch"
"103102481,613163,payment,8871.56,BRL,4/20/2025,3:43 PM,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,500588.82,ATM"
"064101194,704589,deposit,2607.34,IDR,11/10/2025,12:41 AM,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,126108.91,branch"
"055000372,563217,withdrawal,4720.89,PLN,12/30/2025,9:03 PM,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,662061.42,branch"
"103912668,975807,withdrawal,6931.73,CNY,6/3/2024,3:37 PM,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,980978.44,online"
"053112275,687279,withdrawal,2356.36,CZK,11/25/2025,7:21 PM,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,151924.13,online"
"111909867,483924,deposit,7263.21,USD,2/10/2025,9:38 PM,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,28326.14,ATM"
"261271115,788748,withdrawal,752.46,PHP,5/28/2024,6:54 AM,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,174004.32,online"
"082904085,598772,payment,2513.44,CNY,8/25/2025,8:16 AM,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,612194.08,ATM"
"075905871,160446,withdrawal,7797.51,VND,4/28/2024,10:26 AM,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,562443.77,branch"
"075910798,24600,withdrawal,4515.03,EUR,8/3/2024,9:18 PM,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,653726.72,ATM"
"114012641,121505,transfer,8205.13,BRL,7/13/2025,3:10 PM,eget nunc donec quis orci eget orci vehicula condimentum curabitur in,392180.57,online"
"081914775,193480,deposit,8920.2,BAM,11/10/2024,11:08 PM,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,915647.1,online"
"113117440,67295,withdrawal,1016.06,XAF,1/25/2024,4:00 PM,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,20135.48,online"
"103101482,833917,payment,3830.01,RUB,1/2/2025,9:51 AM,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,84102.58,branch"
"044115511,260328,transfer,3794.74,IRR,9/2/2024,6:14 PM,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,346431.41,online"
"114922265,701472,payment,9957.01,COP,3/24/2024,9:29 PM,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,383594.44,branch"
"292970854,416009,withdrawal,9925.0,USD,9/12/2024,1:54 AM,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,53290.72,online"
"063116410,225710,deposit,4599.28,DOP,6/23/2025,7:26 AM,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,520815.5,ATM"
"107001520,310398,withdrawal,3266.96,CNY,5/19/2024,4:26 AM,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,654895.36,online"
"065201048,142780,deposit,3674.68,IDR,7/19/2024,8:47 PM,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,174608.48,online"
"253176671,43329,deposit,3733.68,EUR,6/13/2024,12:50 PM,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,651060.82,online"
"103110813,832468,payment,9221.53,RUB,5/4/2024,8:13 PM,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,529110.55,branch"
"052100929,953803,deposit,1200.92,BRL,3/5/2024,5:47 AM,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,514179.54,online"
"084201443,918260,deposit,6125.21,UAH,11/11/2024,5:15 AM,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,28806.58,online"
"073903503,466931,withdrawal,5446.22,CNY,5/15/2025,12:48 AM,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,888407.39,ATM"
"071925745,672794,payment,6626.65,PLN,2/16/2024,9:01 AM,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,523907.53,ATM"
"263190757,909110,transfer,5282.66,UAH,5/9/2025,1:05 PM,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,125725.89,online"
"122105566,55346,deposit,6565.03,JPY,3/26/2025,5:28 PM,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,602779.21,ATM"
"111304051,940698,deposit,8093.78,HNL,6/8/2024,5:07 PM,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,762513.6,branch"
"072406771,125781,deposit,3200.71,PHP,11/25/2025,10:07 PM,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,928809.97,online"
"103100739,206123,deposit,8661.38,PHP,7/20/2025,11:44 PM,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,155688.94,ATM"
"101010672,196136,transfer,3194.39,CNY,10/9/2024,1:35 PM,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,48586.69,branch"
"042102555,108899,payment,4703.96,GTQ,8/2/2024,2:00 AM,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,785857.52,online"
"055001876,353269,deposit,2184.56,HRK,1/18/2025,9:14 AM,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,141221.21,online"
"271970312,402199,deposit,3204.69,THB,11/24/2024,4:04 AM,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,845467.93,ATM"
"122000496,378253,withdrawal,3870.93,THB,1/13/2024,1:01 AM,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,276596.39,online"
"083901744,201665,deposit,6507.73,CNY,2/22/2025,6:08 PM,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,799213.76,branch"
"091217226,498483,deposit,697.93,CNY,12/31/2024,2:23 AM,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,253529.14,online"
"064204305,273399,payment,5300.2,BTN,10/6/2024,4:00 AM,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,106832.04,ATM"
"061308770,365107,deposit,3321.45,CNY,1/4/2024,11:39 AM,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,796383.86,ATM"
"113122804,244466,payment,6923.38,BRL,4/14/2024,2:00 PM,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,449612.25,ATM"
"104905140,826255,payment,5573.77,CNY,7/10/2024,2:51 AM,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,326672.45,online"
"051501299,961682,transfer,9642.5,VND,2/15/2024,4:58 PM,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,176941.86,online"
"221972111,888971,deposit,5572.23,BRL,1/6/2025,8:39 AM,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,166756.0,branch"
"031100047,61096,deposit,8808.05,XAF,2/7/2025,12:29 PM,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,186226.92,online"
"071924393,806316,payment,3326.82,PLN,8/3/2024,12:19 AM,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,6499.04,branch"
"081207097,141610,deposit,1517.93,CNY,12/21/2025,4:44 AM,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,307563.08,ATM"
"026014368,842198,deposit,5937.46,EUR,11/20/2025,2:16 AM,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,658693.99,ATM"
"062206101,624703,transfer,9927.2,PLN,7/29/2024,3:55 AM,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,180663.29,branch"
"081925816,355027,deposit,8460.73,USD,6/2/2025,8:30 AM,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,61858.18,branch"
"081905069,116728,transfer,7846.92,RUB,8/10/2024,1:20 PM,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,275417.2,ATM"
"111310841,397635,deposit,9320.42,USD,4/5/2025,4:00 AM,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,388507.75,ATM"
"321177861,628578,transfer,9908.26,EUR,9/6/2025,7:30 AM,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,473447.65,branch"
"026007508,191153,payment,141.83,IDR,2/12/2024,5:35 PM,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,462662.74,online"
"011307077,184537,payment,3161.77,RUB,11/17/2024,11:44 AM,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,580858.16,ATM"
"091308481,507211,payment,6755.08,IDR,10/10/2025,10:27 PM,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,60730.16,ATM"
"074903890,94816,withdrawal,3301.69,CNY,11/2/2024,12:25 PM,odio cras mi pede malesuada in imperdiet et commodo vulputate,180183.02,online"
"083908307,884160,deposit,6727.76,GTQ,7/29/2024,10:42 PM,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,983912.97,branch"
"061103454,710557,withdrawal,9134.38,PHP,2/7/2024,4:29 PM,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,74691.65,branch"
"061105999,698155,payment,1789.48,CNY,11/14/2025,11:56 AM,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,267426.36,ATM"
"314072986,68707,withdrawal,4332.5,RUB,11/7/2025,2:54 PM,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,386984.15,ATM"
"113105452,911206,deposit,6195.82,ARS,9/19/2024,8:04 AM,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,780821.77,branch"
"067015944,493916,transfer,4278.96,CNY,5/20/2024,12:58 PM,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,156675.41,branch"
"271973924,593522,withdrawal,1458.46,IDR,11/7/2025,3:11 AM,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,689159.56,branch"
"053200446,808088,payment,4364.74,BRL,7/20/2025,3:19 PM,dolor morbi vel lectus in quam fringilla rhoncus mauris enim,70852.58,branch"
"041202540,264031,payment,3832.03,XAF,9/16/2024,9:31 AM,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,387825.67,online"
"011401533,533006,deposit,1693.75,THB,7/28/2025,5:52 PM,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui,814574.11,ATM"
"056007387,178017,deposit,4313.01,JPY,6/6/2025,4:49 PM,nulla sed vel enim sit amet nunc viverra dapibus nulla,671513.89,online"
"061219571,13142,withdrawal,9398.65,PAB,5/21/2025,4:18 AM,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,149054.36,ATM"
"021206715,948486,deposit,7768.18,CNY,10/15/2024,10:21 AM,sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,908670.77,online"
"031308564,37027,withdrawal,6646.71,PLN,8/20/2025,4:40 PM,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,75215.71,ATM"
"061101032,644752,withdrawal,7349.66,MNT,10/26/2024,2:11 AM,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,586869.67,ATM"
"091210744,661062,deposit,1937.46,JMD,2/15/2025,8:40 PM,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,25245.41,online"
"122203507,123184,withdrawal,6310.18,RUB,5/1/2024,5:25 PM,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,646311.46,online"
"071922379,51625,payment,9462.67,YER,7/20/2024,11:31 AM,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,607760.24,branch"
"021300019,99969,transfer,3674.48,BAM,8/27/2024,10:26 AM,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,935561.93,online"
"082900995,656556,payment,9250.66,CNY,8/16/2025,7:07 PM,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,738899.88,online"
"111313479,573036,deposit,4296.37,CNY,7/29/2025,6:54 AM,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,491658.01,online"
"075907497,409405,withdrawal,4785.58,CNY,11/20/2025,5:23 PM,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra,292105.53,online"
"065201048,646964,deposit,8575.95,AMD,7/11/2024,6:13 PM,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent,693828.05,branch"
"042101792,385287,deposit,5703.52,USD,10/15/2025,4:03 PM,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,749613.48,branch"
"074971945,700898,withdrawal,1016.05,KHR,3/14/2024,3:28 AM,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,170806.82,ATM"
"091210074,157312,withdrawal,5949.25,BRL,10/24/2025,1:33 AM,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,256362.58,ATM"
"031302117,258866,deposit,2495.81,BRL,7/9/2025,7:24 PM,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,892238.29,branch"
"111900594,340671,transfer,752.5,PHP,3/23/2024,9:58 PM,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,397137.19,ATM"
"275071314,522570,payment,6467.54,CNY,5/17/2025,6:21 PM,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,236586.33,branch"
"031201328,382811,payment,5182.2,KRW,5/11/2024,9:25 PM,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,400910.45,online"
"081211300,388973,payment,7753.03,IRR,5/7/2025,11:07 AM,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,365011.85,ATM"
"053100850,366224,payment,2863.3,PHP,4/4/2024,6:36 AM,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,448533.92,ATM"
"103101576,66449,payment,1312.47,JPY,9/14/2024,10:15 AM,sed sagittis nam congue risus semper porta volutpat quam pede,270907.75,online"
"042107738,491103,transfer,1407.5,IDR,8/19/2025,6:16 AM,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,322482.14,ATM"
"081001714,181049,transfer,1222.86,TMT,12/12/2025,8:28 PM,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,314145.7,online"
"061113017,150748,payment,2004.92,COP,11/21/2025,7:04 AM,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,434236.48,ATM"
"111904215,324245,transfer,1864.56,SEK,3/13/2025,2:24 PM,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,73883.61,ATM"
"075907497,138777,deposit,5601.6,IDR,3/21/2024,10:09 PM,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,917077.0,online"
"264271361,103778,payment,5498.05,BRL,7/2/2024,6:45 AM,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,762464.9,ATM"
"053110633,312610,deposit,5575.17,IDR,4/18/2025,6:57 AM,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,364703.34,branch"
"055002341,589438,transfer,8250.61,CNY,2/5/2025,8:28 AM,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,802256.54,ATM"
"064105666,433796,transfer,4609.5,PKR,1/1/2025,8:31 PM,duis mattis egestas metus aenean fermentum donec ut mauris eget,36975.49,ATM"
"221970346,597845,deposit,4010.08,HNL,6/3/2025,1:37 PM,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,996185.87,branch"
"091402947,847607,deposit,7358.43,UAH,5/4/2025,7:47 AM,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,297828.21,ATM"
"065202555,559876,withdrawal,5952.54,EUR,3/27/2024,10:39 PM,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,668241.32,online"
"053112204,580067,deposit,8063.81,BRL,11/25/2025,7:50 PM,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,556283.46,branch"
"071902629,366840,payment,6569.56,MXN,6/2/2024,10:45 PM,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,215072.87,ATM"
"082907202,819394,transfer,1509.39,SEK,1/14/2024,2:58 PM,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,468228.7,ATM"
"051501451,885607,withdrawal,597.56,CNY,10/8/2024,10:05 PM,faucibus cursus urna ut tellus nulla ut erat id mauris,52194.68,online"
"091205607,56578,deposit,8131.79,KRW,11/26/2025,1:28 AM,aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,181065.78,ATM"
"291270636,87040,payment,116.66,EUR,3/8/2025,9:53 PM,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,71560.18,branch"
"044102362,78661,transfer,8251.23,COP,8/19/2024,7:03 PM,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,956763.15,online"
"021213339,17146,transfer,1849.28,XAF,5/27/2024,3:50 PM,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,764458.88,ATM"
"103104874,58761,withdrawal,9583.91,XAF,11/26/2025,4:20 PM,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,865624.09,branch"
"011202907,539788,transfer,7599.0,DKK,8/1/2025,9:09 PM,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,130822.05,branch"
"084201223,149036,transfer,8687.63,BRL,10/27/2025,11:12 AM,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,811565.68,branch"
"103104489,148653,withdrawal,343.14,JPY,10/14/2025,4:26 PM,at velit eu est congue elementum in hac habitasse platea dictumst morbi,223226.44,online"
"065306079,393943,deposit,8856.85,ARS,12/28/2025,9:35 AM,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,514750.75,online"
"313170957,575773,withdrawal,5307.29,EUR,8/22/2024,1:14 AM,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,163052.92,branch"
"075904937,857626,withdrawal,7068.51,PHP,5/11/2025,2:54 PM,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,424783.8,online"
"111000012,699208,withdrawal,6340.28,CNY,3/20/2025,12:10 PM,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,742509.12,online"
"111311785,102857,withdrawal,2398.88,PLN,11/5/2024,5:59 PM,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,685621.34,ATM"
"111906349,143961,payment,8970.77,SAR,11/20/2025,3:56 AM,sapien cursus vestibulum proin eu mi nulla ac enim in,909481.4,branch"
"031100160,655499,withdrawal,6465.97,IDR,10/8/2025,7:37 PM,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,30909.42,ATM"
"082904166,796918,withdrawal,6277.79,GMD,8/31/2024,6:19 PM,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,797021.65,branch"
"114921622,725791,transfer,2509.56,CNY,5/23/2024,1:00 AM,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,931236.08,online"
"104900679,22500,transfer,9131.95,MXN,11/25/2024,10:42 AM,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,289830.43,branch"
"061102701,878098,transfer,825.44,IDR,2/17/2024,11:23 PM,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,41133.21,online"
"101100540,175264,transfer,6778.64,IDR,1/24/2024,12:01 AM,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,570671.18,branch"
"101003317,783250,deposit,639.97,CNY,5/18/2024,12:10 PM,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,936092.52,online"
"067012882,621416,transfer,868.38,CNY,8/17/2024,8:12 PM,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,543509.96,online"
"322079719,641912,transfer,3884.77,PHP,8/9/2024,3:51 AM,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,936488.17,branch"
"091407133,404847,transfer,8161.07,IDR,8/14/2024,11:19 PM,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,788873.97,online"
"242071237,897092,transfer,9822.14,PLN,10/8/2025,10:49 AM,nunc commodo placerat praesent blandit nam nulla integer pede justo,573974.48,branch"
"053112709,579517,deposit,5942.85,VND,4/10/2024,10:11 PM,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,203720.8,ATM"
"111322457,962336,payment,3600.06,UAH,6/19/2025,9:05 AM,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,121505.54,ATM"
"091303376,478426,withdrawal,1421.05,CNY,10/19/2025,6:27 AM,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,468098.08,online"
"091301750,158070,withdrawal,8239.75,EUR,6/14/2024,8:46 AM,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,157019.74,ATM"
"021502354,451660,withdrawal,6348.8,PHP,1/5/2025,8:28 AM,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,365708.84,branch"
"102100992,903612,withdrawal,1053.97,CNY,3/10/2024,12:08 AM,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,610914.03,ATM"
"061103894,241891,payment,7680.22,IDR,11/14/2025,11:13 AM,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,189746.49,ATM"
